features,ChurnIndex
"[64.0,76.36,4422.54,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[67.0,46.39,2809.33,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[29.0,39.44,1391.46,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"(10,[0,1,3,5,8],[46.0,99.64,1.0,1.0,1.0])",0.0
"[50.0,26.4,868.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[67.0,51.85,2831.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[6.0,89.19,593.31,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[26.0,32.87,1050.59,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[48.0,29.79,1766.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[15.0,57.82,897.56,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[40.0,34.75,1017.84,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[58.0,47.83,3333.03,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"(10,[0,1,3,6,7],[2.0,108.15,1.0,1.0,1.0])",0.0
"[72.0,94.92,6378.87,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[9.0,61.1,614.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[29.0,56.21,1824.35,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[34.0,30.02,1049.8,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[10.0,83.32,778.64,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[29.0,35.39,911.35,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[59.0,23.59,1071.47,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[62.0,96.89,5638.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[39.0,90.0,3645.58,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[49.0,50.49,2869.44,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[6.0,76.46,498.23,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[58.0,74.86,4791.04,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[9.0,76.96,781.58,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[51.0,80.72,3941.68,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"(10,[1,3,5,7],[79.08,1.0,1.0,1.0])",1.0
"[25.0,50.03,1474.18,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[9.0,70.85,693.42,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[57.0,77.7,3967.37,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[63.0,38.09,2424.36,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[72.0,72.38,5227.22,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[3.0,96.46,296.99,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[17.0,85.44,1588.34,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[69.0,64.03,4842.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[6.0,61.55,400.66,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[36.0,33.52,1052.42,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[6.0,97.99,627.31,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[40.0,40.8,1626.82,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[58.0,84.65,5107.31,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[62.0,94.01,5953.52,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[56.0,87.69,4786.69,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[71.0,55.87,3991.09,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"(10,[1,3,6,7],[66.5,1.0,1.0,1.0])",0.0
"[5.0,61.77,306.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[60.0,41.07,2509.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[63.0,96.04,6395.34,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[27.0,92.87,2388.64,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[25.0,39.61,902.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[30.0,32.12,1150.47,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[19.0,38.54,618.21,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[2.0,83.95,170.72,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[6.0,86.11,564.37,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[7.0,62.65,470.05,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[63.0,86.71,5222.39,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[11.0,93.35,1089.95,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[50.0,90.51,4081.59,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"(10,[0,1,4,5,8],[6.0,95.6,1.0,1.0,1.0])",1.0
"[51.0,34.48,1332.12,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[12.0,52.21,702.03,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[51.0,42.92,2687.6,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[8.0,70.93,534.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[34.0,79.03,2876.45,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[69.0,83.42,6262.78,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[14.0,21.98,339.52,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[2.0,79.97,150.33,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[7.0,78.33,528.93,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[26.0,56.49,1423.14,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[33.0,22.1,529.94,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[3.0,61.69,191.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[11.0,69.1,728.77,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[43.0,67.8,2882.44,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[55.0,37.12,2588.86,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[2.0,88.84,168.26,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[13.0,75.03,1032.85,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[30.0,31.97,1091.16,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[6.0,102.79,648.05,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[67.0,26.03,2042.58,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[10.0,62.94,578.38,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[64.0,87.32,5197.44,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[64.0,91.69,6074.98,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[3.0,97.17,266.32,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[4.0,67.28,236.47,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[10.0,85.06,813.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[19.0,20.06,251.74,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",1.0
"[38.0,75.4,2708.88,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[30.0,28.83,853.47,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[4.0,62.01,208.79,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[43.0,86.77,3676.14,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[5.0,71.14,402.59,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[19.0,71.99,1231.69,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[17.0,77.19,1401.54,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[63.0,99.69,5683.6,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[31.0,36.09,1183.95,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[5.0,73.0,363.13,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[38.0,32.26,1447.28,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[7.0,94.01,725.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[12.0,46.48,614.99,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[69.0,94.51,5942.12,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[5.0,82.51,451.48,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[56.0,99.35,5819.4,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[37.0,40.21,1507.34,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[24.0,26.69,743.34,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[9.0,67.92,569.13,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[1.0,93.63,90.86,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[48.0,44.25,2152.97,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[3.0,64.92,206.86,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[7.0,79.79,503.46,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[22.0,42.37,928.54,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[8.0,61.62,514.69,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[54.0,61.25,3097.29,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[15.0,45.52,616.85,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[11.0,102.79,1193.62,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",1.0
"[4.0,75.27,282.05,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[3.0,66.27,218.62,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[2.0,108.18,198.74,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[40.0,75.44,2840.31,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[12.0,40.96,481.31,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[63.0,27.0,1978.82,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[51.0,66.55,3429.29,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[24.0,94.18,2431.48,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[30.0,23.83,456.17,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[1.0,94.32,89.22,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[1.0,101.81,94.41,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[41.0,95.2,4193.74,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[42.0,72.25,3216.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"(10,[0,1,4,5,7],[7.0,99.32,1.0,1.0,1.0])",1.0
"[12.0,22.68,275.77,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[42.0,67.08,2885.19,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[16.0,26.11,316.21,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[4.0,91.87,377.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[10.0,75.77,678.67,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[44.0,70.38,3448.77,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[27.0,30.53,1030.48,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[21.0,36.21,704.27,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[69.0,41.17,2804.81,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[13.0,54.46,805.33,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[43.0,43.18,2068.7,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[1.0,60.73,65.57,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[69.0,81.24,5436.42,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[71.0,68.01,4827.82,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[8.0,69.36,568.63,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[9.0,62.59,641.52,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[23.0,55.82,1053.89,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[27.0,25.3,735.65,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",1.0
"[21.0,72.46,1731.52,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[1.0,70.69,76.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[35.0,91.08,2999.22,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[9.0,94.3,795.26,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[42.0,52.37,2506.28,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[38.0,44.36,1946.84,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[13.0,46.99,659.26,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[1.0,93.53,100.49,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[26.0,78.63,2091.69,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[44.0,69.68,2666.63,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[59.0,93.76,5495.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"(10,[0,1,3,6,7],[10.0,75.73,1.0,1.0,1.0])",0.0
"[8.0,99.69,811.51,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[65.0,94.93,6128.81,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[6.0,107.04,622.49,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[72.0,50.99,2998.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[2.0,77.44,172.34,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[14.0,37.52,644.94,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[58.0,24.25,896.01,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[7.0,108.45,794.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[10.0,92.69,929.68,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[28.0,50.47,1607.79,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[11.0,94.65,1014.05,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[7.0,90.03,661.45,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[49.0,59.64,3277.03,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[12.0,42.18,486.73,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[69.0,62.76,4669.47,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"(10,[1,4,6,8],[62.7,1.0,1.0,1.0])",0.0
"[33.0,65.36,2013.04,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[16.0,71.74,1093.87,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[34.0,94.72,2943.46,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[7.0,73.44,479.92,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[10.0,81.98,747.05,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",1.0
"[7.0,86.53,619.1,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[30.0,78.63,2063.91,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[11.0,69.44,773.77,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[15.0,80.71,1067.57,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[9.0,101.72,911.15,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[16.0,74.91,1358.34,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[12.0,33.29,329.23,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[69.0,63.45,4726.79,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[8.0,89.55,720.57,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"(10,[1,3,6,8],[75.81,1.0,1.0,1.0])",1.0
"[26.0,25.41,576.42,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[22.0,20.43,293.82,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[9.0,72.89,624.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[4.0,60.34,240.82,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"(10,[1,3,6,8],[71.85,1.0,1.0,1.0])",1.0
"[26.0,92.66,2376.69,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[48.0,34.1,1990.27,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[54.0,47.41,2315.27,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[3.0,74.47,245.13,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[8.0,106.69,892.36,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[33.0,39.99,1309.44,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[6.0,76.75,420.97,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[2.0,90.94,197.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[38.0,24.35,1149.66,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[46.0,89.39,4515.61,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[23.0,39.35,740.85,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[31.0,96.53,3104.03,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[8.0,75.17,555.29,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[3.0,100.94,309.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[4.0,60.04,260.13,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[35.0,23.92,703.13,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[4.0,77.98,337.68,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[60.0,60.88,3581.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[31.0,59.6,2106.59,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[22.0,35.61,608.51,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[9.0,98.16,850.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"(10,[0,1,3,5,8],[33.0,89.19,1.0,1.0,1.0])",0.0
"[56.0,51.41,3157.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[30.0,27.41,693.74,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[9.0,72.01,637.03,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[12.0,37.02,426.58,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[14.0,26.07,289.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[35.0,80.9,2500.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"(10,[0,1,3,6,9],[44.0,33.26,1.0,1.0,1.0])",0.0
"[48.0,67.62,3494.39,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[4.0,91.74,336.66,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[49.0,67.49,3655.92,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[10.0,109.09,1121.72,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[58.0,41.43,2738.29,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[47.0,59.57,2617.92,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[52.0,35.91,1716.19,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[3.0,102.86,298.01,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[17.0,42.29,572.24,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[22.0,21.01,356.03,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[9.0,60.58,473.26,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[10.0,90.87,990.37,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",1.0
"(10,[1,4,5,8],[70.52,1.0,1.0,1.0])",1.0
"[41.0,53.43,1850.17,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[29.0,40.14,947.79,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[10.0,99.02,917.21,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[55.0,26.13,1596.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"(10,[0,1,3,6,7],[56.0,71.1,1.0,1.0,1.0])",0.0
"[9.0,62.96,598.39,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[55.0,66.67,3764.66,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[61.0,38.27,2595.05,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"(10,[0,1,3,6,8],[11.0,69.77,1.0,1.0,1.0])",0.0
"[46.0,51.88,2801.61,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[11.0,109.74,1224.41,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"(10,[1,3,5,7],[98.6,1.0,1.0,1.0])",1.0
"[9.0,61.63,601.01,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[8.0,68.96,496.27,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[47.0,71.13,3428.28,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[9.0,106.01,896.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[30.0,33.29,1234.67,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"(10,[0,1,3,6,7],[34.0,80.38,1.0,1.0,1.0])",0.0
"[13.0,97.82,1217.68,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[71.0,55.92,4592.13,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[2.0,88.15,188.26,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[12.0,68.39,899.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[56.0,71.42,3839.16,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[3.0,89.16,280.21,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[63.0,46.86,2813.8,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[7.0,78.05,553.53,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[28.0,45.36,1502.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[5.0,61.67,261.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[18.0,53.03,977.35,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[30.0,99.09,3197.92,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[69.0,25.4,2031.17,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[35.0,69.94,2303.48,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[27.0,45.18,1219.19,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[6.0,101.33,594.37,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[19.0,58.27,1241.52,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[34.0,56.34,1974.97,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"(10,[0,1,3,5,8],[51.0,62.99,1.0,1.0,1.0])",0.0
"[43.0,77.46,2959.98,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[35.0,43.29,1704.99,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[12.0,75.05,780.98,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[9.0,89.43,787.78,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[6.0,98.06,603.9,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[43.0,42.74,1888.07,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[51.0,73.7,3703.01,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[27.0,40.95,929.23,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"(10,[1,4,6,8],[64.14,1.0,1.0,1.0])",0.0
"[11.0,91.62,1027.03,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[34.0,85.01,2989.96,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[39.0,87.84,3133.28,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[25.0,42.81,1013.94,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[34.0,49.88,1700.19,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[11.0,61.73,605.96,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"(10,[0,1,3,5,9],[50.0,89.5,1.0,1.0,1.0])",0.0
"[67.0,75.46,4989.91,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"(10,[0,1,4,5,7],[2.0,68.64,1.0,1.0,1.0])",1.0
"[12.0,98.59,1224.24,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[22.0,99.42,2398.97,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[26.0,50.63,1402.39,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[9.0,71.88,593.14,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[5.0,65.69,287.19,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[71.0,86.95,5909.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[37.0,30.24,839.21,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
